source,published_at,provider,publisher_location,url,id,war_related,type_risk,negativity,risk_order,llm_confidence,IO_V1_1,IO_V1_2,IO_V1_3,IO_V1_4,IO_V1_5,IO_V1_6,IO_V1_7,IO_V1_8,IO_V1_9,IO_V1_10,IO_V1_11,IO_V1_12,IO_V1_13,IO_V1_14,IO_V1_15,IO_V1_16,IO_V1_17,IO_V1_18,IO_V1_19,IO_V1_20,IO_V1_21,IO_V1_22,IO_V1_23,IO_V1_24,IO_V1_25,IO_V1_26,IO_V1_27,IO_V1_28,IO_V1_29,IO_V1_30,IO_V1_31,IO_V1_32,IO_V1_33,IO_V1_34,IO_V1_35,IO_V1_36,IO_V1_37,IO_V1_38,IO_V1_39,IO_V1_40,IO_V1_41,IO_V1_42,IO_V1_43,IO_V1_44,IO_V1_45,IO_V1_46,IO_V1_47,IO_V1_48,IO_V1_49,IO_V1_50
gdelt,05/04/2026 20:00,kar-online.com,,https://kar-online.com/author/m-gh/,502d94e501116e48,1,Economic,0.273,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09968715,0.0,0.0,0.0,0.30450549,0.0,0.59580736,0.0,0.0,0.0
gdelt,05/04/2026 20:00,kar-online.com,,https://kar-online.com/author/d-jusnich/,09979f5789daeba6,1,Economic,0.273,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09968715,0.0,0.0,0.0,0.30450549,0.0,0.59580736,0.0,0.0,0.0
gdelt,05/04/2026 20:00,kar-online.com,,https://kar-online.com/author/p-kakaie/,8bc3db0c68034e62,1,Economic,0.273,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09968715,0.0,0.0,0.0,0.30450549,0.0,0.59580736,0.0,0.0,0.0
gdelt,05/04/2026 20:00,kar-online.com,,https://kar-online.com/114211-2/,cd1626eb6af3acf2,1,Military,0.344,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10309809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09180961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18741824,0.0,0.0,0.03506032,0.0,0.07431997,0.07817271,0.10709564,0.0,0.08707933,0.0,0.0,0.23594609
gdelt,05/04/2026 22:00,news.gooya.com,,https://news.gooya.com/2026/04/post-108230.php,cfbb2bb3072e11f9,1,Cyber,0.146,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,05/04/2026 22:15,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/4/5/6447160,32c4e211aa8d0fc5,1,Military,0.201,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,05/04/2026 22:15,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/4/5/6447145,e2afaa32d877e0a5,1,Military,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,05/04/2026 22:15,news.gooya.com,,https://news.gooya.com/2026/04/post-108228.php,7a572010227c535a,1,Military,0.531,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68533055,0.03208235,0.0,0.0,0.05609152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04775999,0.0,0.0,0.08059719,0.0,0.0,0.09813839
gdelt,05/04/2026 22:15,news.gooya.com,,https://news.gooya.com/2026/04/post-108232.php,98a9e8e850a0467a,1,Military,0.311,first_order,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07574596,0.0,0.0,0.1514472,0.15782073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16882921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05535663,0.0,0.0,0.14224201,0.16909298,0.0,0.07946528,0.0,0.0,0.0
gdelt,06/04/2026 01:00,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/4/5/6447110,8c1bac03044c988f,1,Military,0.218,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,06/04/2026 01:00,kar-online.com,,https://kar-online.com/114229/,57db94a08838e2d2,1,Military,0.171,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 01:00,kar-online.com,,https://kar-online.com/author/6648/,efc461480dbfbfb9,1,Economic,0.266,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09968715,0.0,0.0,0.0,0.30450549,0.0,0.59580736,0.0,0.0,0.0
gdelt,06/04/2026 01:00,kar-online.com,,https://kar-online.com/114223/,3be350b949f8680d,1,Nuclear,0.242,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13193975,0.0,0.14251636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35237292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05463758,0.0,0.0,0.04903226,0.16689656,0.0,0.0,0.0,0.10260458,0.0
gdelt,06/04/2026 02:45,spnfa.ir,Iran,https://spnfa.ir/20260405/28930107.html,bbcd73358bc2352e,1,Military,0.081,,0.99,0.0,0.0,0.0,0.88580168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11419832,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 05:00,radiofarda.com,US,https://www.radiofarda.com/a/paragraph-aval-us-diplomacy-iran/33725176.html,e31d196c311e5ccf,1,Military,0.18,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44035278,0.0,0.0,0.0,0.0,0.36705035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03889258,0.0,0.0,0.03490256,0.11880173,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 06:45,mdeast.news,,https://mdeast.news/2026/04/06/%D9%87%D8%B2%DB%8C%D9%86%D9%87-%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA-%D9%86%D8%B8%D8%A7%D9%85%DB%8C-%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%D8%B2-42/,cc57771ef3a2b350,1,Military,0.201,first_order,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16239486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05188971,0.0,0.0,0.01472832,0.0,0.0,0.19039228,0.58059484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 07:00,news.gooya.com,,https://news.gooya.com/2026/04/post-108253.php,ad4ca3fa345d8d8b,1,Diplomatic,0.278,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11871336,0.0,0.1711925,0.39550037,0.0,0.18803443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12655934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 07:00,spnfa.ir,Iran,https://spnfa.ir/20260406/28930838.html,264840ad33647a08,1,Military,0.283,,0.99,0.0,0.0,0.0,0.0,0.11586412,0.0,0.1919316,0.0,0.13991929,0.31886892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14396894,0.0,0.0,0.0,0.08944713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 07:15,bbc.com,UK,https://www.bbc.com/persian/articles/c62jw8vvllvo,5f6b1772cdf3c878,1,Military,0.245,,0.99,0.22058224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25870919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11317211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11849344,0.04000906,0.0,0.0,0.12682185,0.12221212,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 07:15,bbc.com,UK,https://www.bbc.com/persian/articles/c7470dx0g3wo,8b89804b7627bd04,1,Nuclear,0.621,,0.99,0.14142033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1658644,0.0,0.33256949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07596887,0.02565073,0.0,0.0,0.0813084,0.07835299,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 07:30,khaama.com,,https://www.khaama.com/persian/archives/167560,3320f79d269cf18f,1,Military,0.962,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,06/04/2026 07:30,khaama.com,,https://www.khaama.com/persian/archives/167566,f486e1f595cce546,1,Diplomatic,0.926,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 07:30,khaama.com,,https://www.khaama.com/persian/archives/167582,91e9fa2e60a0c2cd,1,Military,0.862,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,06/04/2026 07:30,mdeast.news,,https://mdeast.news/2026/04/06/%D8%A7%DA%A9%D8%B3%DB%8C%D9%88%D8%B3-%D8%A7%D8%B2-%D8%AA%D9%84%D8%A7%D8%B4-%D9%85%DB%8C%D8%A7%D9%86%D8%AC%DB%8C%DA%AF%D8%B1%D8%A7%D9%86-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A8%D8%B1%D9%82%D8%B1%D8%A7/,f0d91a888051646e,1,Diplomatic,0.17,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 07:30,mdeast.news,,https://mdeast.news/2026/04/06/%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF-%D9%86%D9%81%D8%AA-%D8%B9%D8%B1%D8%A7%D9%82-%D8%A8%D8%A7%DB%8C%D8%AF-%D8%A7%D8%B2-%D8%AA%D9%86%DA%AF%D9%87-%D9%87%D8%B1%D9%85%D8%B2-%D8%A8%D9%87-%D8%A2%D8%B3%D8%A7/,3147b107fc116e58,1,Economic,0.222,first_order,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,06/04/2026 07:45,mdeast.news,,https://mdeast.news/2026/04/06/%D8%B7%D8%B1%D8%AD-%D8%B5%D9%84%D8%AD-%D9%85%D8%B4%D8%AA%D8%B1%DA%A9-%DA%86%DB%8C%D9%86-%D9%88-%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A8%D8%AD%D8%A8%D9%88%D8%AD%D9%87-%D8%AC%D9%86/,6e3dca3a17399366,1,Military,0.259,second_order,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10607877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03447675,0.59129166,0.0,0.03093975,0.10531307,0.0,0.0,0.0,0.0,0.1319
gdelt,06/04/2026 08:15,sputnik.af,,https://sputnik.af/20260406/23518472.html,f0d2ae4a53f5e5bb,1,Military,0.415,,0.95,0.0,0.0,0.0,0.0,0.13612519,0.0,0.0,0.11312805,0.04109672,0.18731464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25371701,0.0,0.0,0.0,0.0,0.13079556,0.0,0.0,0.0,0.0,0.13782283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 10:00,radiofarda.com,US,https://www.radiofarda.com/a/iran-war-crisis-world-asia-africa/33725682.html,59c656ac20585637,1,Military,0.195,second_order,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09615388,0.02978115,0.0,0.02144652,0.0,0.0,0.0,0.0,0.07681096,0.0,0.08995125,0.0,0.0,0.0,0.0,0.0,0.23120274,0.0,0.0,0.0,0.0,0.0,0.03976842,0.0,0.07262049,0.0,0.0,0.0,0.11670045,0.0,0.0,0.0,0.00616634,0.0,0.01655383,0.03649866,0.01883576,0.0,0.0,0.0,0.05840111,0.08910843
gdelt,06/04/2026 10:15,kiyanonline.ir,Iran,https://kiyanonline.ir/%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%88%D8%A7%D8%B1%D8%AF%D8%A7%D8%AA-%D8%AE%D9%88%D8%AF%D8%B1%D9%88-%D9%88-%D8%AA%D9%84%D9%81%D9%86-%D9%87%D9%85%D8%B1%D8%A7%D9%87/,6e06d9d51f09c057,1,Economic,0,second_order,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02736807,0.03763921,0.30220407,0.0,0.0,0.04334929,0.0,0.0,0.0,0.0,0.0,0.04127519,0.0,0.0923012,0.07809895,0.0,0.0,0.05410997,0.05742683,0.07222248,0.07713079,0.0,0.0,0.0,0.09178215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 11:15,mdeast.news,,https://mdeast.news/2026/04/06/%D9%88%D8%A7%D9%84-%D8%A7%D8%B3%D8%AA%D8%B1%DB%8C%D8%AA-%DA%98%D9%88%D8%B1%D9%86%D8%A7%D9%84-%D8%AA%D8%B1%D8%A7%D9%85%D9%BE-%D9%85%D8%B4%D8%AA%D8%A7%D9%82-%D8%AA%D9%88%D8%A7%D9%81%D9%82-%D8%A8%D8%A7/,893c1d0c4595e933,1,Diplomatic,0.123,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45726109,0.48519656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05754235,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 11:15,mdeast.news,,https://mdeast.news/2026/04/06/%D8%A8%D9%82%D8%A7%D8%A6%DB%8C-%D9%BE%D8%A7%D8%B3%D8%AE-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%D8%B7%D8%B1%D8%AD-15-%D9%85%D8%A7%D8%AF%D9%87%D8%A7%DB%8C-%D8%A7%D9%85%D8%B1%DB%8C%DA%A9/,20fef66d943c8664,1,Military,0.262,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12336228,0.70571014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17092758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 11:15,mdeast.news,,https://mdeast.news/2026/04/06/%D9%87%D8%B4%D8%AF%D8%A7%D8%B1-%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF%DB%8C%D9%87-%D8%A7%D8%B1%D9%88%D9%BE%D8%A7-%D8%A8%D9%87-%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%AD%D9%85%D9%84%D9%87-%D8%A8%D9%87-%D8%B2/,615de680328f576d,1,Military,0.5,first_order,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20193778,0.0,0.0,0.1812208,0.61684142,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 11:15,spnfa.ir,Iran,https://spnfa.ir/20260406/28932949.html,3ef75ff361575b3e,1,Military,0,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 12:30,mdeast.news,,https://mdeast.news/2026/04/06/%DB%8C%DA%A9-%D9%86%D8%A7%D9%88-%D8%A7%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%DB%8C%DB%8C-%D9%88-%DB%8C%DA%A9-%DA%A9%D8%B4%D8%AA%DB%8C-%DA%A9%D8%A7%D9%86%D8%AA%DB%8C%D9%86%D8%B1%D8%A8%D8%B1-%D8%A7%D8%B3%D8%B1/,324221e341f02277,1,Military,0.16,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04045074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22171026,0.0,0.0,0.0,0.0,0.737839
gdelt,06/04/2026 12:45,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/4/6/6447250,84bacd1e301a723e,1,Military,0.235,,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,06/04/2026 15:15,dw.com,Germany,https://www.dw.com/fa-ir/%D8%AD%D9%85%D9%84%D9%87-%D9%87%D9%88%D8%A7%DB%8C%DB%8C-%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84-%D8%A8%D9%87-%D9%BE%D8%AA%D8%B1%D9%88%D8%B4%DB%8C%D9%85%DB%8C-%D8%B9%D8%B3%D9%84%D9%88%DB%8C%D9%87/live-76676149,07cc154574d3218f,1,Military,0.263,first_order,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29649994,0.0,0.64053621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06296386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 15:15,kiyanonline.ir,Iran,https://kiyanonline.ir/%D8%A7%D8%B1%D8%B2%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AE%D8%B3%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AC%D9%86%DA%AF/,61597da16a7a8db5,1,Military,0.387,first_order,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02190623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00692943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03399261,0.93717173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 15:30,spnfa.ir,Iran,https://spnfa.ir/20260406/28934538.html,2b7ae10b84f6e358,1,Military,0.525,,1.0,0.0,0.0,0.0,0.0,0.34740043,0.0,0.0,0.0,0.0,0.0,0.0,0.38722544,0.0,0.0,0.0,0.0,0.26537413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 15:30,spnfa.ir,Iran,https://spnfa.ir/20260406/28934314.html,f2edcccd282ec0c7,1,Nuclear,0.362,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07512043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18425323,0.0,0.0,0.53358159,0.20704475,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 15:30,spnfa.ir,Iran,https://spnfa.ir/20260406/28934382.html,da043c226111ac2c,1,Military,0,,1.0,0.0,0.0,0.0,0.0,0.37638584,0.0,0.0,0.0,0.0,0.0,0.0,0.33761158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28600258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,06/04/2026 17:00,bbc.com,UK,https://www.bbc.com/persian/articles/cx2d30nyx19o,0eba28041c9bfc80,1,Economic,0.163,first_order,0.99,0.0686882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47733025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12514708,0.07837083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06701335,0.0,0.0,0.0,0.0,0.0,0.12039175,0.0,0.0,0.06305855,0.0,0.0,0.0
